Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,exclusion_reason,reactant1_code,reactant2_code
202,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaOH,2.5,DMF,13.87,6359.04,outside_monodentate_ligand_scope,,
203,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaOH,2.5,DMF,4.8,655.62,outside_monodentate_ligand_scope,,
204,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,NaOH,2.5,DMF,8.31,31065.07,outside_monodentate_ligand_scope,,
212,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaHCO3,2.5,DMF,6.81,5739.18,outside_monodentate_ligand_scope,,
214,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaHCO3,2.5,DMF,16.24,12564.87,outside_monodentate_ligand_scope,,
215,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaHCO3,2.5,DMF,0.0,0.0,outside_monodentate_ligand_scope,,
216,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,DMF,5.3,5458.02,outside_monodentate_ligand_scope,,
224,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",CsF,2.5,DMF,8.67,13095.47,outside_monodentate_ligand_scope,,
226,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",CsF,2.5,DMF,8.67,13095.47,outside_monodentate_ligand_scope,,
227,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",CsF,2.5,DMF,5.15,331.92,outside_monodentate_ligand_scope,,
228,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,CsF,2.5,DMF,18.73,11222.71,outside_monodentate_ligand_scope,,
236,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",K3PO4,2.5,DMF,7.58,21645.89,outside_monodentate_ligand_scope,,
238,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",K3PO4,2.5,DMF,9.03,12991.63,outside_monodentate_ligand_scope,,
239,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",K3PO4,2.5,DMF,0.0,0.0,outside_monodentate_ligand_scope,,
240,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,K3PO4,2.5,DMF,14.08,2959.43,outside_monodentate_ligand_scope,,
248,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",KOH,2.5,DMF,8.83,23602.66,outside_monodentate_ligand_scope,,
250,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",KOH,2.5,DMF,10.07,19256.08,outside_monodentate_ligand_scope,,
251,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",KOH,2.5,DMF,4.46,571.84,outside_monodentate_ligand_scope,,
252,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,KOH,2.5,DMF,15.88,5760.54,outside_monodentate_ligand_scope,,
260,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",LiOtBu,2.5,DMF,10.01,24128.48,outside_monodentate_ligand_scope,,
262,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",LiOtBu,2.5,DMF,9.54,16883.8,outside_monodentate_ligand_scope,,
263,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",LiOtBu,2.5,DMF,0.0,0.0,outside_monodentate_ligand_scope,,
264,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,DMF,15.89,3317.87,outside_monodentate_ligand_scope,,
272,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",Et3N,2.5,DMF,10.17,26623.9,outside_monodentate_ligand_scope,,
274,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",Et3N,2.5,DMF,9.64,15943.64,outside_monodentate_ligand_scope,,
275,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",Et3N,2.5,DMF,0.0,0.0,outside_monodentate_ligand_scope,,
276,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,Et3N,2.5,DMF,15.05,3012.02,outside_monodentate_ligand_scope,,
284,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",None,2.5,DMF,11.15,30547.13,outside_monodentate_ligand_scope,,
286,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",None,2.5,DMF,8.86,11900.98,outside_monodentate_ligand_scope,,
287,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",None,2.5,DMF,0.0,0.0,outside_monodentate_ligand_scope,,
288,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,None,2.5,DMF,15.12,5314.2,outside_monodentate_ligand_scope,,
296,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaOH,2.5,MeOH,17.57,2948.89,outside_monodentate_ligand_scope,,
298,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaOH,2.5,MeOH,14.59,883.08,outside_monodentate_ligand_scope,,
299,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaOH,2.5,MeOH,13.1,829.01,outside_monodentate_ligand_scope,,
300,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,NaOH,2.5,MeOH,15.33,8820.16,outside_monodentate_ligand_scope,,
308,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaHCO3,2.5,MeOH,27.56,2860.38,outside_monodentate_ligand_scope,,
310,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaHCO3,2.5,MeOH,20.16,196.15,outside_monodentate_ligand_scope,,
311,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaHCO3,2.5,MeOH,25.9,324.95,outside_monodentate_ligand_scope,,
312,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,MeOH,12.65,3197.31,outside_monodentate_ligand_scope,,
320,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",CsF,2.5,MeOH,15.46,3193.02,outside_monodentate_ligand_scope,,
322,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",CsF,2.5,MeOH,20.71,159.03,outside_monodentate_ligand_scope,,
323,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",CsF,2.5,MeOH,32.24,285.93,outside_monodentate_ligand_scope,,
324,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,CsF,2.5,MeOH,33.68,4692.65,outside_monodentate_ligand_scope,,
332,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",K3PO4,2.5,MeOH,17.28,2714.34,outside_monodentate_ligand_scope,,
334,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",K3PO4,2.5,MeOH,15.83,162.97,outside_monodentate_ligand_scope,,
335,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",K3PO4,2.5,MeOH,14.97,123.42,outside_monodentate_ligand_scope,,
336,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeOH,13.77,2661.16,outside_monodentate_ligand_scope,,
344,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",KOH,2.5,MeOH,16.03,5770.06,outside_monodentate_ligand_scope,,
346,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",KOH,2.5,MeOH,17.68,1024.5,outside_monodentate_ligand_scope,,
347,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",KOH,2.5,MeOH,15.64,1808.24,outside_monodentate_ligand_scope,,
348,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,KOH,2.5,MeOH,26.27,7353.77,outside_monodentate_ligand_scope,,
356,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",LiOtBu,2.5,MeOH,21.55,832.28,outside_monodentate_ligand_scope,,
358,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",LiOtBu,2.5,MeOH,26.97,421.43,outside_monodentate_ligand_scope,,
359,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",LiOtBu,2.5,MeOH,25.55,349.5,outside_monodentate_ligand_scope,,
360,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeOH,15.42,6671.47,outside_monodentate_ligand_scope,,
368,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",Et3N,2.5,MeOH,16.25,3297.95,outside_monodentate_ligand_scope,,
370,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",Et3N,2.5,MeOH,37.85,221.79,outside_monodentate_ligand_scope,,
371,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",Et3N,2.5,MeOH,15.18,92.76,outside_monodentate_ligand_scope,,
372,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,Et3N,2.5,MeOH,15.36,1744.44,outside_monodentate_ligand_scope,,
380,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",None,2.5,MeOH,18.25,7811.65,outside_monodentate_ligand_scope,,
382,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",None,2.5,MeOH,30.36,255.71,outside_monodentate_ligand_scope,,
383,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",None,2.5,MeOH,35.32,735.78,outside_monodentate_ligand_scope,,
384,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,None,2.5,MeOH,13.91,1498.13,outside_monodentate_ligand_scope,,
392,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaOH,2.5,MeCN,46.79,142996.56,outside_monodentate_ligand_scope,,
394,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaOH,2.5,MeCN,26.02,59397.4,outside_monodentate_ligand_scope,,
395,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaOH,2.5,MeCN,10.74,15001.6,outside_monodentate_ligand_scope,,
396,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,NaOH,2.5,MeCN,43.15,116257.83,outside_monodentate_ligand_scope,,
404,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaHCO3,2.5,MeCN,33.61,97090.78,outside_monodentate_ligand_scope,,
406,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaHCO3,2.5,MeCN,59.54,164022.65,outside_monodentate_ligand_scope,,
407,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaHCO3,2.5,MeCN,0.64,3770.2,outside_monodentate_ligand_scope,,
408,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,MeCN,23.17,69922.59,outside_monodentate_ligand_scope,,
416,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",CsF,2.5,MeCN,37.36,110702.39,outside_monodentate_ligand_scope,,
418,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",CsF,2.5,MeCN,47.46,156919.56,outside_monodentate_ligand_scope,,
419,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",CsF,2.5,MeCN,1.21,2446.14,outside_monodentate_ligand_scope,,
420,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,CsF,2.5,MeCN,19.09,54755.08,outside_monodentate_ligand_scope,,
428,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",K3PO4,2.5,MeCN,36.42,98926.0,outside_monodentate_ligand_scope,,
430,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",K3PO4,2.5,MeCN,46.73,122170.23,outside_monodentate_ligand_scope,,
431,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",K3PO4,2.5,MeCN,1.05,1728.72,outside_monodentate_ligand_scope,,
432,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeCN,10.13,35021.98,outside_monodentate_ligand_scope,,
440,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",KOH,2.5,MeCN,39.98,124118.57,outside_monodentate_ligand_scope,,
442,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",KOH,2.5,MeCN,49.25,135947.82,outside_monodentate_ligand_scope,,
443,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",KOH,2.5,MeCN,9.39,10683.38,outside_monodentate_ligand_scope,,
444,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,KOH,2.5,MeCN,20.94,70640.95,outside_monodentate_ligand_scope,,
452,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",LiOtBu,2.5,MeCN,48.99,138700.52,outside_monodentate_ligand_scope,,
454,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",LiOtBu,2.5,MeCN,31.65,71970.55,outside_monodentate_ligand_scope,,
455,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",LiOtBu,2.5,MeCN,9.99,14226.08,outside_monodentate_ligand_scope,,
456,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeCN,27.94,86737.86,outside_monodentate_ligand_scope,,
464,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",Et3N,2.5,MeCN,38.88,123430.0,outside_monodentate_ligand_scope,,
466,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",Et3N,2.5,MeCN,57.41,134614.7,outside_monodentate_ligand_scope,,
467,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",Et3N,2.5,MeCN,5.49,8808.66,outside_monodentate_ligand_scope,,
468,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,Et3N,2.5,MeCN,16.82,54114.89,outside_monodentate_ligand_scope,,
476,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",None,2.5,MeCN,47.67,158153.65,outside_monodentate_ligand_scope,,
478,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",None,2.5,MeCN,62.13,152770.85,outside_monodentate_ligand_scope,,
479,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",None,2.5,MeCN,0.46,4632.43,outside_monodentate_ligand_scope,,
480,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,None,2.5,MeCN,14.56,43547.25,outside_monodentate_ligand_scope,,
488,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaOH,2.5,THF,67.89,185011.69,outside_monodentate_ligand_scope,,
490,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaOH,2.5,THF,25.0,23114.66,outside_monodentate_ligand_scope,,
491,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaOH,2.5,THF,11.97,19490.85,outside_monodentate_ligand_scope,,
492,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,NaOH,2.5,THF,8.1,13247.47,outside_monodentate_ligand_scope,,
500,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",NaHCO3,2.5,THF,55.38,169462.64,outside_monodentate_ligand_scope,,
502,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",NaHCO3,2.5,THF,17.13,18194.59,outside_monodentate_ligand_scope,,
503,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",NaHCO3,2.5,THF,4.66,10804.77,outside_monodentate_ligand_scope,,
504,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,THF,5.9,8554.14,outside_monodentate_ligand_scope,,
512,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",CsF,2.5,THF,44.38,123822.09,outside_monodentate_ligand_scope,,
514,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",CsF,2.5,THF,23.53,42079.2,outside_monodentate_ligand_scope,,
515,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",CsF,2.5,THF,6.45,3453.47,outside_monodentate_ligand_scope,,
516,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,CsF,2.5,THF,6.81,6294.16,outside_monodentate_ligand_scope,,
524,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",K3PO4,2.5,THF,44.65,127030.14,outside_monodentate_ligand_scope,,
526,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",K3PO4,2.5,THF,19.24,22209.53,outside_monodentate_ligand_scope,,
527,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",K3PO4,2.5,THF,1.41,3834.28,outside_monodentate_ligand_scope,,
528,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,K3PO4,2.5,THF,6.81,5990.47,outside_monodentate_ligand_scope,,
536,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",KOH,2.5,THF,57.36,133327.31,outside_monodentate_ligand_scope,,
538,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",KOH,2.5,THF,22.22,16086.52,outside_monodentate_ligand_scope,,
539,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",KOH,2.5,THF,5.31,9844.24,outside_monodentate_ligand_scope,,
540,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,KOH,2.5,THF,11.93,22984.07,outside_monodentate_ligand_scope,,
548,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",LiOtBu,2.5,THF,67.4,156680.37,outside_monodentate_ligand_scope,,
550,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,"0,1250",LiOtBu,2.5,THF,24.04,18026.36,outside_monodentate_ligand_scope,,
551,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,"0,1250",LiOtBu,2.5,THF,9.88,13843.49,outside_monodentate_ligand_scope,,
552,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,THF,7.46,6339.68,outside_monodentate_ligand_scope,,
560,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,"0,1250",Et3N,2.5,THF,68.66,166227.29,outside_monodentate_ligand_scope,,
