model,position,feature,block
rxnpredict_full_ohe,57,num__ligand_V6_intensity,rxnpredict
rxnpredict_full_ohe,58,num__ligand_V7_frequency,rxnpredict
rxnpredict_full_ohe,59,num__ligand_V7_intensity,rxnpredict
rxnpredict_full_ohe,60,num__ligand_V8_frequency,rxnpredict
rxnpredict_full_ohe,61,num__ligand_V8_intensity,rxnpredict
rxnpredict_full_ohe,62,num__ligand_V9_frequency,rxnpredict
rxnpredict_full_ohe,63,num__ligand_V9_intensity,rxnpredict
rxnpredict_full_ohe,64,num__ligand_dipole_moment,rxnpredict
rxnpredict_full_ohe,65,num__base_*N1_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,66,num__base_E_HOMO,rxnpredict
rxnpredict_full_ohe,67,num__base_E_LUMO,rxnpredict
rxnpredict_full_ohe,68,num__base_dipole_moment,rxnpredict
rxnpredict_full_ohe,69,num__base_electronegativity,rxnpredict
rxnpredict_full_ohe,70,num__base_hardness,rxnpredict
rxnpredict_full_ohe,71,num__base_molecular_volume,rxnpredict
rxnpredict_full_ohe,72,num__base_molecular_weight,rxnpredict
rxnpredict_full_ohe,73,num__base_ovality,rxnpredict
rxnpredict_full_ohe,74,num__base_surface_area,rxnpredict
rxnpredict_full_ohe,75,num__aryl_halide_*C1_NMR_shift,rxnpredict
rxnpredict_full_ohe,76,num__aryl_halide_*C1_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,77,num__aryl_halide_*C2_NMR_shift,rxnpredict
rxnpredict_full_ohe,78,num__aryl_halide_*C2_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,79,num__aryl_halide_*C3_NMR_shift,rxnpredict
rxnpredict_full_ohe,80,num__aryl_halide_*C3_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,81,num__aryl_halide_*C4_NMR_shift,rxnpredict
rxnpredict_full_ohe,82,num__aryl_halide_*C4_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,83,num__aryl_halide_*H2_NMR_shift,rxnpredict
rxnpredict_full_ohe,84,num__aryl_halide_*H2_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,85,num__aryl_halide_*H3_NMR_shift,rxnpredict
rxnpredict_full_ohe,86,num__aryl_halide_*H3_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,87,num__aryl_halide_E_HOMO,rxnpredict
rxnpredict_full_ohe,88,num__aryl_halide_E_LUMO,rxnpredict
rxnpredict_full_ohe,89,num__aryl_halide_V1_frequency,rxnpredict
rxnpredict_full_ohe,90,num__aryl_halide_V1_intensity,rxnpredict
rxnpredict_full_ohe,91,num__aryl_halide_V2_frequency,rxnpredict
rxnpredict_full_ohe,92,num__aryl_halide_V2_intensity,rxnpredict
rxnpredict_full_ohe,93,num__aryl_halide_V3_frequency,rxnpredict
rxnpredict_full_ohe,94,num__aryl_halide_V3_intensity,rxnpredict
rxnpredict_full_ohe,95,num__aryl_halide_dipole_moment,rxnpredict
rxnpredict_full_ohe,96,num__aryl_halide_electronegativity,rxnpredict
rxnpredict_full_ohe,97,num__aryl_halide_hardness,rxnpredict
rxnpredict_full_ohe,98,num__aryl_halide_molecular_volume,rxnpredict
rxnpredict_full_ohe,99,num__aryl_halide_molecular_weight,rxnpredict
rxnpredict_full_ohe,100,num__aryl_halide_ovality,rxnpredict
rxnpredict_full_ohe,101,num__aryl_halide_surface_area,rxnpredict
rxnpredict_full_ohe,102,num__additive_*C3_NMR_shift,rxnpredict
rxnpredict_full_ohe,103,num__additive_*C3_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,104,num__additive_*C4_NMR_shift,rxnpredict
rxnpredict_full_ohe,105,num__additive_*C4_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,106,num__additive_*C5_NMR_shift,rxnpredict
rxnpredict_full_ohe,107,num__additive_*C5_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,108,num__additive_*N1_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,109,num__additive_*O1_electrostatic_charge,rxnpredict
rxnpredict_full_ohe,110,num__additive_E_HOMO,rxnpredict
rxnpredict_full_ohe,111,num__additive_E_LUMO,rxnpredict
rxnpredict_full_ohe,112,num__additive_V1_frequency,rxnpredict
rxnpredict_full_ohe,113,num__additive_V1_intensity,rxnpredict
rxnpredict_full_ohe,114,num__additive_dipole_moment,rxnpredict
rxnpredict_full_ohe,115,num__additive_electronegativity,rxnpredict
rxnpredict_full_ohe,116,num__additive_hardness,rxnpredict
rxnpredict_full_ohe,117,num__additive_molecular_volume,rxnpredict
rxnpredict_full_ohe,118,num__additive_molecular_weight,rxnpredict
rxnpredict_full_ohe,119,num__additive_ovality,rxnpredict
rxnpredict_full_ohe,120,num__additive_surface_area,rxnpredict
rxnpredict_full_ohe,121,cat__aryl_halide_1-bromo-4-(trifluoromethyl)benzene,categorical
rxnpredict_full_ohe,122,cat__aryl_halide_1-bromo-4-ethylbenzene,categorical
rxnpredict_full_ohe,123,cat__aryl_halide_1-bromo-4-methoxybenzene,categorical
rxnpredict_full_ohe,124,cat__aryl_halide_1-chloro-4-(trifluoromethyl)benzene,categorical
rxnpredict_full_ohe,125,cat__aryl_halide_1-chloro-4-ethylbenzene,categorical
rxnpredict_full_ohe,126,cat__aryl_halide_1-chloro-4-methoxybenzene,categorical
rxnpredict_full_ohe,127,cat__aryl_halide_1-ethyl-4-iodobenzene,categorical
rxnpredict_full_ohe,128,cat__aryl_halide_1-iodo-4-(trifluoromethyl)benzene,categorical
rxnpredict_full_ohe,129,cat__aryl_halide_1-iodo-4-methoxybenzene,categorical
rxnpredict_full_ohe,130,cat__aryl_halide_2-bromopyridine,categorical
rxnpredict_full_ohe,131,cat__aryl_halide_2-chloropyridine,categorical
rxnpredict_full_ohe,132,cat__aryl_halide_2-iodopyridine,categorical
rxnpredict_full_ohe,133,cat__aryl_halide_3-bromopyridine,categorical
rxnpredict_full_ohe,134,cat__aryl_halide_3-chloropyridine,categorical
rxnpredict_full_ohe,135,cat__aryl_halide_3-iodopyridine,categorical
rxnpredict_full_ohe,136,cat__base_BTMG,categorical
rxnpredict_full_ohe,137,cat__base_MTBD,categorical
rxnpredict_full_ohe,138,cat__base_P2Et,categorical
rxnpredict_full_ohe,139,"cat__additive_3,5-dimethylisoxazole",categorical
rxnpredict_full_ohe,140,cat__additive_3-methyl-5-phenylisoxazole,categorical
rxnpredict_full_ohe,141,cat__additive_3-methylisoxazole,categorical
rxnpredict_full_ohe,142,cat__additive_3-phenylisoxazole,categorical
rxnpredict_full_ohe,143,cat__additive_4-phenylisoxazole,categorical
rxnpredict_full_ohe,144,"cat__additive_5-(2,6-difluorophenyl)isoxazole",categorical
rxnpredict_full_ohe,145,cat__additive_5-methyl-3-(1H-pyrrol-1-yl)isoxazole,categorical
rxnpredict_full_ohe,146,cat__additive_5-methylisoxazole,categorical
rxnpredict_full_ohe,147,cat__additive_5-phenylisoxazole,categorical
rxnpredict_full_ohe,148,"cat__additive_N,N-dibenzylisoxazol-3-amine",categorical
rxnpredict_full_ohe,149,"cat__additive_N,N-dibenzylisoxazol-5-amine",categorical
rxnpredict_full_ohe,150,cat__additive_benzo[c]isoxazole,categorical
rxnpredict_full_ohe,151,cat__additive_benzo[d]isoxazole,categorical
rxnpredict_full_ohe,152,cat__additive_ethyl-3-methoxyisoxazole-5-carboxylate,categorical
rxnpredict_full_ohe,153,cat__additive_ethyl-3-methylisoxazole-5-carboxylate,categorical
rxnpredict_full_ohe,154,cat__additive_ethyl-5-methylisoxazole-3-carboxylate,categorical
rxnpredict_full_ohe,155,cat__additive_ethyl-5-methylisoxazole-4-carboxylate,categorical
rxnpredict_full_ohe,156,cat__additive_ethyl-isoxazole-3-carboxylate,categorical
rxnpredict_full_ohe,157,cat__additive_ethyl-isoxazole-4-carboxylate,categorical
rxnpredict_full_ohe,158,cat__additive_methyl-5-(furan-2-yl)isoxazole-3-carboxylate,categorical
rxnpredict_full_ohe,159,cat__additive_methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate,categorical
rxnpredict_full_ohe,160,cat__additive_methyl-isoxazole-5-carboxylate,categorical
