model,position,feature,block
pc_scores,236,num__PC2_x_Pint_P_min_boltz,ligand
pc_scores,237,num__PC2_x_Pint_P_max_boltz,ligand
pc_scores,238,num__PC2_x_volume_boltz,ligand
pc_scores,239,num__PC2_x_surface_area_boltz,ligand
pc_scores,240,num__PC2_x_sphericity_boltz,ligand
pc_scores,241,num__PC2_x_dipolemoment_boltz,ligand
pc_scores,242,num__PC2_x_dipolemoment_min,ligand
pc_scores,243,num__PC2_x_dipolemoment_max,ligand
pc_scores,244,num__PC2_x_dipolemoment_delta,ligand
pc_scores,245,num__PC2_x_dipolemoment_vburminconf,ligand
pc_scores,246,num__PC2_x_qpole_amp_boltz,ligand
pc_scores,247,num__PC2_x_qpole_amp_min,ligand
pc_scores,248,num__PC2_x_qpole_amp_max,ligand
pc_scores,249,num__PC2_x_qpole_amp_delta,ligand
pc_scores,250,num__PC2_x_qpole_amp_vburminconf,ligand
pc_scores,251,num__PC2_x_qpoletens_xx_boltz,ligand
pc_scores,252,num__PC2_x_qpoletens_xx_min,ligand
pc_scores,253,num__PC2_x_qpoletens_xx_max,ligand
pc_scores,254,num__PC2_x_qpoletens_xx_delta,ligand
pc_scores,255,num__PC2_x_qpoletens_xx_vburminconf,ligand
pc_scores,256,num__PC2_x_qpoletens_yy_boltz,ligand
pc_scores,257,num__PC2_x_qpoletens_yy_min,ligand
pc_scores,258,num__PC2_x_qpoletens_yy_max,ligand
pc_scores,259,num__PC2_x_qpoletens_yy_delta,ligand
pc_scores,260,num__PC2_x_qpoletens_yy_vburminconf,ligand
pc_scores,261,num__PC2_x_qpoletens_zz_boltz,ligand
pc_scores,262,num__PC2_x_qpoletens_zz_min,ligand
pc_scores,263,num__PC2_x_qpoletens_zz_max,ligand
pc_scores,264,num__PC2_x_qpoletens_zz_delta,ligand
pc_scores,265,num__PC2_x_qpoletens_zz_vburminconf,ligand
pc_scores,266,num__PC2_x_pyr_P_boltz,ligand
pc_scores,267,num__PC2_x_pyr_P_min,ligand
pc_scores,268,num__PC2_x_pyr_P_max,ligand
pc_scores,269,num__PC2_x_pyr_P_delta,ligand
pc_scores,270,num__PC2_x_pyr_P_vburminconf,ligand
pc_scores,271,num__PC2_x_pyr_alpha_boltz,ligand
pc_scores,272,num__PC2_x_pyr_alpha_min,ligand
pc_scores,273,num__PC2_x_pyr_alpha_max,ligand
pc_scores,274,num__PC2_x_pyr_alpha_delta,ligand
pc_scores,275,num__PC2_x_pyr_alpha_vburminconf,ligand
pc_scores,276,num__PC2_x_vbur_vbur_boltz,ligand
pc_scores,277,num__PC2_x_vbur_vbur_min,ligand
pc_scores,278,num__PC2_x_vbur_vbur_max,ligand
pc_scores,279,num__PC2_x_vbur_vbur_delta,ligand
pc_scores,280,num__PC2_x_vbur_vbur_vburminconf,ligand
pc_scores,281,num__PC2_x_vbur_qvbur_min_boltz,ligand
pc_scores,282,num__PC2_x_vbur_qvbur_min_min,ligand
pc_scores,283,num__PC2_x_vbur_qvbur_min_max,ligand
pc_scores,284,num__PC2_x_vbur_qvbur_min_delta,ligand
pc_scores,285,num__PC2_x_vbur_qvbur_min_vburminconf,ligand
pc_scores,286,num__PC2_x_vbur_qvbur_max_boltz,ligand
pc_scores,287,num__PC2_x_vbur_qvbur_max_min,ligand
pc_scores,288,num__PC2_x_vbur_qvbur_max_max,ligand
pc_scores,289,num__PC2_x_vbur_qvbur_max_delta,ligand
pc_scores,290,num__PC2_x_vbur_qvbur_max_vburminconf,ligand
pc_scores,291,num__PC2_x_vbur_qvtot_min_boltz,ligand
pc_scores,292,num__PC2_x_vbur_qvtot_min_min,ligand
pc_scores,293,num__PC2_x_vbur_qvtot_min_max,ligand
pc_scores,294,num__PC2_x_vbur_qvtot_min_delta,ligand
pc_scores,295,num__PC2_x_vbur_qvtot_min_vburminconf,ligand
pc_scores,296,num__PC2_x_vbur_qvtot_max_boltz,ligand
pc_scores,297,num__PC2_x_vbur_qvtot_max_min,ligand
pc_scores,298,num__PC2_x_vbur_qvtot_max_max,ligand
pc_scores,299,num__PC2_x_vbur_qvtot_max_delta,ligand
pc_scores,300,num__PC2_x_vbur_qvtot_max_vburminconf,ligand
pc_scores,301,num__PC2_x_vbur_max_delta_qvbur_boltz,ligand
pc_scores,302,num__PC2_x_vbur_max_delta_qvbur_min,ligand
pc_scores,303,num__PC2_x_vbur_max_delta_qvbur_max,ligand
pc_scores,304,num__PC2_x_vbur_max_delta_qvbur_delta,ligand
pc_scores,305,num__PC2_x_vbur_max_delta_qvbur_vburminconf,ligand
pc_scores,306,num__PC2_x_vbur_max_delta_qvtot_boltz,ligand
pc_scores,307,num__PC2_x_vbur_max_delta_qvtot_min,ligand
pc_scores,308,num__PC2_x_vbur_max_delta_qvtot_max,ligand
pc_scores,309,num__PC2_x_vbur_max_delta_qvtot_delta,ligand
pc_scores,310,num__PC2_x_vbur_max_delta_qvtot_vburminconf,ligand
pc_scores,311,num__PC2_x_vbur_ovbur_min_boltz,ligand
pc_scores,312,num__PC2_x_vbur_ovbur_min_min,ligand
pc_scores,313,num__PC2_x_vbur_ovbur_min_max,ligand
pc_scores,314,num__PC2_x_vbur_ovbur_min_delta,ligand
pc_scores,315,num__PC2_x_vbur_ovbur_min_vburminconf,ligand
pc_scores,316,num__PC2_x_vbur_ovbur_max_boltz,ligand
pc_scores,317,num__PC2_x_vbur_ovbur_max_min,ligand
pc_scores,318,num__PC2_x_vbur_ovbur_max_max,ligand
pc_scores,319,num__PC2_x_vbur_ovbur_max_delta,ligand
pc_scores,320,num__PC2_x_vbur_ovbur_max_vburminconf,ligand
pc_scores,321,num__PC2_x_vbur_ovtot_min_boltz,ligand
pc_scores,322,num__PC2_x_vbur_ovtot_min_min,ligand
pc_scores,323,num__PC2_x_vbur_ovtot_min_max,ligand
pc_scores,324,num__PC2_x_vbur_ovtot_min_delta,ligand
pc_scores,325,num__PC2_x_vbur_ovtot_min_vburminconf,ligand
pc_scores,326,num__PC2_x_vbur_ovtot_max_boltz,ligand
pc_scores,327,num__PC2_x_vbur_ovtot_max_min,ligand
pc_scores,328,num__PC2_x_vbur_ovtot_max_max,ligand
pc_scores,329,num__PC2_x_vbur_ovtot_max_delta,ligand
pc_scores,330,num__PC2_x_vbur_ovtot_max_vburminconf,ligand
pc_scores,331,num__PC2_x_vbur_near_vbur_boltz,ligand
pc_scores,332,num__PC2_x_vbur_near_vbur_min,ligand
pc_scores,333,num__PC2_x_vbur_near_vbur_max,ligand
pc_scores,334,num__PC2_x_vbur_near_vbur_delta,ligand
pc_scores,335,num__PC2_x_vbur_near_vbur_vburminconf,ligand
pc_scores,336,num__PC2_x_vbur_far_vbur_boltz,ligand
pc_scores,337,num__PC2_x_vbur_far_vbur_min,ligand
pc_scores,338,num__PC2_x_vbur_far_vbur_max,ligand
pc_scores,339,num__PC2_x_vbur_far_vbur_delta,ligand
pc_scores,340,num__PC2_x_vbur_far_vbur_vburminconf,ligand
pc_scores,341,num__PC2_x_vbur_near_vtot_boltz,ligand
pc_scores,342,num__PC2_x_vbur_near_vtot_min,ligand
pc_scores,343,num__PC2_x_vbur_near_vtot_max,ligand
pc_scores,344,num__PC2_x_vbur_near_vtot_delta,ligand
pc_scores,345,num__PC2_x_vbur_near_vtot_vburminconf,ligand
pc_scores,346,num__PC2_x_vbur_far_vtot_boltz,ligand
pc_scores,347,num__PC2_x_vbur_far_vtot_min,ligand
pc_scores,348,num__PC2_x_vbur_far_vtot_max,ligand
pc_scores,349,num__PC2_x_vbur_far_vtot_delta,ligand
pc_scores,350,num__PC2_x_vbur_far_vtot_vburminconf,ligand
pc_scores,351,num__PC2_x_sterimol_B1_boltz,ligand
pc_scores,352,num__PC2_x_sterimol_B1_min,ligand
pc_scores,353,num__PC2_x_sterimol_B1_max,ligand
pc_scores,354,num__PC2_x_sterimol_B1_delta,ligand
pc_scores,355,num__PC2_x_sterimol_B1_vburminconf,ligand
pc_scores,356,num__PC2_x_sterimol_B5_boltz,ligand
pc_scores,357,num__PC2_x_sterimol_B5_min,ligand
pc_scores,358,num__PC2_x_sterimol_B5_max,ligand
pc_scores,359,num__PC2_x_sterimol_B5_delta,ligand
pc_scores,360,num__PC2_x_sterimol_B5_vburminconf,ligand
pc_scores,361,num__PC2_x_sterimol_L_boltz,ligand
pc_scores,362,num__PC2_x_sterimol_L_min,ligand
pc_scores,363,num__PC2_x_sterimol_L_max,ligand
pc_scores,364,num__PC2_x_sterimol_L_delta,ligand
pc_scores,365,num__PC2_x_sterimol_L_vburminconf,ligand
pc_scores,366,num__PC2_x_sterimol_burB1_boltz,ligand
pc_scores,367,num__PC2_x_sterimol_burB1_min,ligand
pc_scores,368,num__PC2_x_sterimol_burB1_max,ligand
pc_scores,369,num__PC2_x_sterimol_burB1_delta,ligand
pc_scores,370,num__PC2_x_sterimol_burB1_vburminconf,ligand
pc_scores,371,num__PC2_x_sterimol_burB5_boltz,ligand
pc_scores,372,num__PC2_x_sterimol_burB5_min,ligand
pc_scores,373,num__PC2_x_sterimol_burB5_max,ligand
pc_scores,374,num__PC2_x_sterimol_burB5_delta,ligand
pc_scores,375,num__PC2_x_sterimol_burB5_vburminconf,ligand
pc_scores,376,num__PC2_x_sterimol_burL_boltz,ligand
pc_scores,377,num__PC2_x_sterimol_burL_min,ligand
pc_scores,378,num__PC2_x_sterimol_burL_max,ligand
pc_scores,379,num__PC2_x_sterimol_burL_delta,ligand
pc_scores,380,num__PC2_x_sterimol_burL_vburminconf,ligand
pc_scores,381,num__PC3_x_vmin_vmin_boltz,ligand
pc_scores,382,num__PC3_x_vmin_r_boltz,ligand
pc_scores,383,num__PC3_x_fmo_e_homo_boltz,ligand
pc_scores,384,num__PC3_x_fmo_e_lumo_boltz,ligand
pc_scores,385,num__PC3_x_fmo_mu_boltz,ligand
pc_scores,386,num__PC3_x_fmo_eta_boltz,ligand
pc_scores,387,num__PC3_x_fmo_omega_boltz,ligand
pc_scores,388,num__PC3_x_somo_ra_boltz,ligand
pc_scores,389,num__PC3_x_somo_rc_boltz,ligand
pc_scores,390,num__PC3_x_nbo_P_boltz,ligand
pc_scores,391,num__PC3_x_nbo_P_ra_boltz,ligand
pc_scores,392,num__PC3_x_spindens_P_ra_boltz,ligand
pc_scores,393,num__PC3_x_nbo_P_rc_boltz,ligand
pc_scores,394,num__PC3_x_spindens_P_rc_boltz,ligand
pc_scores,395,num__PC3_x_nmr_P_boltz,ligand
pc_scores,396,num__PC3_x_nmrtens_sxx_P_boltz,ligand
pc_scores,397,num__PC3_x_nmrtens_syy_P_boltz,ligand
pc_scores,398,num__PC3_x_nmrtens_szz_P_boltz,ligand
pc_scores,399,num__PC3_x_efg_amp_P_boltz,ligand
pc_scores,400,num__PC3_x_efgtens_xx_P_boltz,ligand
pc_scores,401,num__PC3_x_efgtens_yy_P_boltz,ligand
pc_scores,402,num__PC3_x_efgtens_zz_P_boltz,ligand
pc_scores,403,num__PC3_x_nuesp_P_boltz,ligand
pc_scores,404,num__PC3_x_E_solv_cds_boltz,ligand
pc_scores,405,num__PC3_x_nbo_lp_P_percent_s_boltz,ligand
pc_scores,406,num__PC3_x_nbo_lp_P_occ_boltz,ligand
pc_scores,407,num__PC3_x_nbo_lp_P_e_boltz,ligand
pc_scores,408,num__PC3_x_nbo_bd_e_max_boltz,ligand
pc_scores,409,num__PC3_x_nbo_bd_e_avg_boltz,ligand
pc_scores,410,num__PC3_x_nbo_bds_e_min_boltz,ligand
pc_scores,411,num__PC3_x_nbo_bds_e_avg_boltz,ligand
pc_scores,412,num__PC3_x_nbo_bd_occ_min_boltz,ligand
pc_scores,413,num__PC3_x_nbo_bd_occ_avg_boltz,ligand
pc_scores,414,num__PC3_x_nbo_bds_occ_max_boltz,ligand
pc_scores,415,num__PC3_x_nbo_bds_occ_avg_boltz,ligand
pc_scores,416,num__PC3_x_E_solv_total_boltz,ligand
pc_scores,417,num__PC3_x_E_solv_elstat_boltz,ligand
pc_scores,418,num__PC3_x_E_oxidation_boltz,ligand
pc_scores,419,num__PC3_x_E_reduction_boltz,ligand
pc_scores,420,num__PC3_x_fukui_p_boltz,ligand
pc_scores,421,num__PC3_x_fukui_m_boltz,ligand
pc_scores,422,num__PC3_x_vbur_vtot_boltz,ligand
pc_scores,423,num__PC3_x_vbur_ratio_vbur_vtot_boltz,ligand
pc_scores,424,num__PC3_x_Pint_P_int_boltz,ligand
pc_scores,425,num__PC3_x_Pint_dP_boltz,ligand
pc_scores,426,num__PC3_x_Pint_P_min_boltz,ligand
pc_scores,427,num__PC3_x_Pint_P_max_boltz,ligand
pc_scores,428,num__PC3_x_volume_boltz,ligand
pc_scores,429,num__PC3_x_surface_area_boltz,ligand
pc_scores,430,num__PC3_x_sphericity_boltz,ligand
pc_scores,431,num__PC3_x_dipolemoment_boltz,ligand
pc_scores,432,num__PC3_x_dipolemoment_min,ligand
pc_scores,433,num__PC3_x_dipolemoment_max,ligand
pc_scores,434,num__PC3_x_dipolemoment_delta,ligand
pc_scores,435,num__PC3_x_dipolemoment_vburminconf,ligand
pc_scores,436,num__PC3_x_qpole_amp_boltz,ligand
pc_scores,437,num__PC3_x_qpole_amp_min,ligand
pc_scores,438,num__PC3_x_qpole_amp_max,ligand
pc_scores,439,num__PC3_x_qpole_amp_delta,ligand
pc_scores,440,num__PC3_x_qpole_amp_vburminconf,ligand
pc_scores,441,num__PC3_x_qpoletens_xx_boltz,ligand
pc_scores,442,num__PC3_x_qpoletens_xx_min,ligand
pc_scores,443,num__PC3_x_qpoletens_xx_max,ligand
pc_scores,444,num__PC3_x_qpoletens_xx_delta,ligand
pc_scores,445,num__PC3_x_qpoletens_xx_vburminconf,ligand
pc_scores,446,num__PC3_x_qpoletens_yy_boltz,ligand
pc_scores,447,num__PC3_x_qpoletens_yy_min,ligand
pc_scores,448,num__PC3_x_qpoletens_yy_max,ligand
pc_scores,449,num__PC3_x_qpoletens_yy_delta,ligand
pc_scores,450,num__PC3_x_qpoletens_yy_vburminconf,ligand
pc_scores,451,num__PC3_x_qpoletens_zz_boltz,ligand
pc_scores,452,num__PC3_x_qpoletens_zz_min,ligand
pc_scores,453,num__PC3_x_qpoletens_zz_max,ligand
pc_scores,454,num__PC3_x_qpoletens_zz_delta,ligand
pc_scores,455,num__PC3_x_qpoletens_zz_vburminconf,ligand
pc_scores,456,num__PC3_x_pyr_P_boltz,ligand
pc_scores,457,num__PC3_x_pyr_P_min,ligand
pc_scores,458,num__PC3_x_pyr_P_max,ligand
pc_scores,459,num__PC3_x_pyr_P_delta,ligand
pc_scores,460,num__PC3_x_pyr_P_vburminconf,ligand
pc_scores,461,num__PC3_x_pyr_alpha_boltz,ligand
pc_scores,462,num__PC3_x_pyr_alpha_min,ligand
pc_scores,463,num__PC3_x_pyr_alpha_max,ligand
pc_scores,464,num__PC3_x_pyr_alpha_delta,ligand
pc_scores,465,num__PC3_x_pyr_alpha_vburminconf,ligand
pc_scores,466,num__PC3_x_vbur_vbur_boltz,ligand
pc_scores,467,num__PC3_x_vbur_vbur_min,ligand
pc_scores,468,num__PC3_x_vbur_vbur_max,ligand
pc_scores,469,num__PC3_x_vbur_vbur_delta,ligand
pc_scores,470,num__PC3_x_vbur_vbur_vburminconf,ligand
pc_scores,471,num__PC3_x_vbur_qvbur_min_boltz,ligand
pc_scores,472,num__PC3_x_vbur_qvbur_min_min,ligand
pc_scores,473,num__PC3_x_vbur_qvbur_min_max,ligand
pc_scores,474,num__PC3_x_vbur_qvbur_min_delta,ligand
pc_scores,475,num__PC3_x_vbur_qvbur_min_vburminconf,ligand
pc_scores,476,num__PC3_x_vbur_qvbur_max_boltz,ligand
pc_scores,477,num__PC3_x_vbur_qvbur_max_min,ligand
pc_scores,478,num__PC3_x_vbur_qvbur_max_max,ligand
pc_scores,479,num__PC3_x_vbur_qvbur_max_delta,ligand
pc_scores,480,num__PC3_x_vbur_qvbur_max_vburminconf,ligand
pc_scores,481,num__PC3_x_vbur_qvtot_min_boltz,ligand
pc_scores,482,num__PC3_x_vbur_qvtot_min_min,ligand
pc_scores,483,num__PC3_x_vbur_qvtot_min_max,ligand
pc_scores,484,num__PC3_x_vbur_qvtot_min_delta,ligand
pc_scores,485,num__PC3_x_vbur_qvtot_min_vburminconf,ligand
pc_scores,486,num__PC3_x_vbur_qvtot_max_boltz,ligand
pc_scores,487,num__PC3_x_vbur_qvtot_max_min,ligand
pc_scores,488,num__PC3_x_vbur_qvtot_max_max,ligand
pc_scores,489,num__PC3_x_vbur_qvtot_max_delta,ligand
pc_scores,490,num__PC3_x_vbur_qvtot_max_vburminconf,ligand
pc_scores,491,num__PC3_x_vbur_max_delta_qvbur_boltz,ligand
pc_scores,492,num__PC3_x_vbur_max_delta_qvbur_min,ligand
pc_scores,493,num__PC3_x_vbur_max_delta_qvbur_max,ligand
pc_scores,494,num__PC3_x_vbur_max_delta_qvbur_delta,ligand
pc_scores,495,num__PC3_x_vbur_max_delta_qvbur_vburminconf,ligand
pc_scores,496,num__PC3_x_vbur_max_delta_qvtot_boltz,ligand
pc_scores,497,num__PC3_x_vbur_max_delta_qvtot_min,ligand
pc_scores,498,num__PC3_x_vbur_max_delta_qvtot_max,ligand
pc_scores,499,num__PC3_x_vbur_max_delta_qvtot_delta,ligand
pc_scores,500,num__PC3_x_vbur_max_delta_qvtot_vburminconf,ligand
pc_scores,501,num__PC3_x_vbur_ovbur_min_boltz,ligand
pc_scores,502,num__PC3_x_vbur_ovbur_min_min,ligand
pc_scores,503,num__PC3_x_vbur_ovbur_min_max,ligand
pc_scores,504,num__PC3_x_vbur_ovbur_min_delta,ligand
pc_scores,505,num__PC3_x_vbur_ovbur_min_vburminconf,ligand
pc_scores,506,num__PC3_x_vbur_ovbur_max_boltz,ligand
pc_scores,507,num__PC3_x_vbur_ovbur_max_min,ligand
pc_scores,508,num__PC3_x_vbur_ovbur_max_max,ligand
pc_scores,509,num__PC3_x_vbur_ovbur_max_delta,ligand
pc_scores,510,num__PC3_x_vbur_ovbur_max_vburminconf,ligand
pc_scores,511,num__PC3_x_vbur_ovtot_min_boltz,ligand
pc_scores,512,num__PC3_x_vbur_ovtot_min_min,ligand
pc_scores,513,num__PC3_x_vbur_ovtot_min_max,ligand
pc_scores,514,num__PC3_x_vbur_ovtot_min_delta,ligand
pc_scores,515,num__PC3_x_vbur_ovtot_min_vburminconf,ligand
pc_scores,516,num__PC3_x_vbur_ovtot_max_boltz,ligand
pc_scores,517,num__PC3_x_vbur_ovtot_max_min,ligand
pc_scores,518,num__PC3_x_vbur_ovtot_max_max,ligand
pc_scores,519,num__PC3_x_vbur_ovtot_max_delta,ligand
pc_scores,520,num__PC3_x_vbur_ovtot_max_vburminconf,ligand
pc_scores,521,num__PC3_x_vbur_near_vbur_boltz,ligand
pc_scores,522,num__PC3_x_vbur_near_vbur_min,ligand
pc_scores,523,num__PC3_x_vbur_near_vbur_max,ligand
pc_scores,524,num__PC3_x_vbur_near_vbur_delta,ligand
pc_scores,525,num__PC3_x_vbur_near_vbur_vburminconf,ligand
pc_scores,526,num__PC3_x_vbur_far_vbur_boltz,ligand
pc_scores,527,num__PC3_x_vbur_far_vbur_min,ligand
pc_scores,528,num__PC3_x_vbur_far_vbur_max,ligand
pc_scores,529,num__PC3_x_vbur_far_vbur_delta,ligand
pc_scores,530,num__PC3_x_vbur_far_vbur_vburminconf,ligand
pc_scores,531,num__PC3_x_vbur_near_vtot_boltz,ligand
pc_scores,532,num__PC3_x_vbur_near_vtot_min,ligand
pc_scores,533,num__PC3_x_vbur_near_vtot_max,ligand
pc_scores,534,num__PC3_x_vbur_near_vtot_delta,ligand
pc_scores,535,num__PC3_x_vbur_near_vtot_vburminconf,ligand
pc_scores,536,num__PC3_x_vbur_far_vtot_boltz,ligand
pc_scores,537,num__PC3_x_vbur_far_vtot_min,ligand
pc_scores,538,num__PC3_x_vbur_far_vtot_max,ligand
pc_scores,539,num__PC3_x_vbur_far_vtot_delta,ligand
pc_scores,540,num__PC3_x_vbur_far_vtot_vburminconf,ligand
pc_scores,541,num__PC3_x_sterimol_B1_boltz,ligand
pc_scores,542,num__PC3_x_sterimol_B1_min,ligand
pc_scores,543,num__PC3_x_sterimol_B1_max,ligand
pc_scores,544,num__PC3_x_sterimol_B1_delta,ligand
pc_scores,545,num__PC3_x_sterimol_B1_vburminconf,ligand
pc_scores,546,num__PC3_x_sterimol_B5_boltz,ligand
pc_scores,547,num__PC3_x_sterimol_B5_min,ligand
pc_scores,548,num__PC3_x_sterimol_B5_max,ligand
pc_scores,549,num__PC3_x_sterimol_B5_delta,ligand
pc_scores,550,num__PC3_x_sterimol_B5_vburminconf,ligand
pc_scores,551,num__PC3_x_sterimol_L_boltz,ligand
pc_scores,552,num__PC3_x_sterimol_L_min,ligand
pc_scores,553,num__PC3_x_sterimol_L_max,ligand
pc_scores,554,num__PC3_x_sterimol_L_delta,ligand
pc_scores,555,num__PC3_x_sterimol_L_vburminconf,ligand
pc_scores,556,num__PC3_x_sterimol_burB1_boltz,ligand
pc_scores,557,num__PC3_x_sterimol_burB1_min,ligand
pc_scores,558,num__PC3_x_sterimol_burB1_max,ligand
pc_scores,559,num__PC3_x_sterimol_burB1_delta,ligand
pc_scores,560,num__PC3_x_sterimol_burB1_vburminconf,ligand
pc_scores,561,num__PC3_x_sterimol_burB5_boltz,ligand
pc_scores,562,num__PC3_x_sterimol_burB5_min,ligand
pc_scores,563,num__PC3_x_sterimol_burB5_max,ligand
pc_scores,564,num__PC3_x_sterimol_burB5_delta,ligand
pc_scores,565,num__PC3_x_sterimol_burB5_vburminconf,ligand
pc_scores,566,num__PC3_x_sterimol_burL_boltz,ligand
pc_scores,567,num__PC3_x_sterimol_burL_min,ligand
pc_scores,568,num__PC3_x_sterimol_burL_max,ligand
pc_scores,569,num__PC3_x_sterimol_burL_delta,ligand
pc_scores,570,num__PC3_x_sterimol_burL_vburminconf,ligand
pc_scores,571,num__PC4_x_vmin_vmin_boltz,ligand
pc_scores,572,num__PC4_x_vmin_r_boltz,ligand
pc_scores,573,num__PC4_x_fmo_e_homo_boltz,ligand
pc_scores,574,num__PC4_x_fmo_e_lumo_boltz,ligand
pc_scores,575,num__PC4_x_fmo_mu_boltz,ligand
pc_scores,576,num__PC4_x_fmo_eta_boltz,ligand
pc_scores,577,num__PC4_x_fmo_omega_boltz,ligand
pc_scores,578,num__PC4_x_somo_ra_boltz,ligand
pc_scores,579,num__PC4_x_somo_rc_boltz,ligand
pc_scores,580,num__PC4_x_nbo_P_boltz,ligand
pc_scores,581,num__PC4_x_nbo_P_ra_boltz,ligand
pc_scores,582,num__PC4_x_spindens_P_ra_boltz,ligand
pc_scores,583,num__PC4_x_nbo_P_rc_boltz,ligand
pc_scores,584,num__PC4_x_spindens_P_rc_boltz,ligand
pc_scores,585,num__PC4_x_nmr_P_boltz,ligand
pc_scores,586,num__PC4_x_nmrtens_sxx_P_boltz,ligand
pc_scores,587,num__PC4_x_nmrtens_syy_P_boltz,ligand
pc_scores,588,num__PC4_x_nmrtens_szz_P_boltz,ligand
pc_scores,589,num__PC4_x_efg_amp_P_boltz,ligand
pc_scores,590,num__PC4_x_efgtens_xx_P_boltz,ligand
pc_scores,591,num__PC4_x_efgtens_yy_P_boltz,ligand
pc_scores,592,num__PC4_x_efgtens_zz_P_boltz,ligand
pc_scores,593,num__PC4_x_nuesp_P_boltz,ligand
pc_scores,594,num__PC4_x_E_solv_cds_boltz,ligand
pc_scores,595,num__PC4_x_nbo_lp_P_percent_s_boltz,ligand
pc_scores,596,num__PC4_x_nbo_lp_P_occ_boltz,ligand
pc_scores,597,num__PC4_x_nbo_lp_P_e_boltz,ligand
pc_scores,598,num__PC4_x_nbo_bd_e_max_boltz,ligand
pc_scores,599,num__PC4_x_nbo_bd_e_avg_boltz,ligand
pc_scores,600,num__PC4_x_nbo_bds_e_min_boltz,ligand
pc_scores,601,num__PC4_x_nbo_bds_e_avg_boltz,ligand
pc_scores,602,num__PC4_x_nbo_bd_occ_min_boltz,ligand
pc_scores,603,num__PC4_x_nbo_bd_occ_avg_boltz,ligand
pc_scores,604,num__PC4_x_nbo_bds_occ_max_boltz,ligand
pc_scores,605,num__PC4_x_nbo_bds_occ_avg_boltz,ligand
pc_scores,606,num__PC4_x_E_solv_total_boltz,ligand
pc_scores,607,num__PC4_x_E_solv_elstat_boltz,ligand
pc_scores,608,num__PC4_x_E_oxidation_boltz,ligand
pc_scores,609,num__PC4_x_E_reduction_boltz,ligand
pc_scores,610,num__PC4_x_fukui_p_boltz,ligand
pc_scores,611,num__PC4_x_fukui_m_boltz,ligand
pc_scores,612,num__PC4_x_vbur_vtot_boltz,ligand
pc_scores,613,num__PC4_x_vbur_ratio_vbur_vtot_boltz,ligand
pc_scores,614,num__PC4_x_Pint_P_int_boltz,ligand
pc_scores,615,num__PC4_x_Pint_dP_boltz,ligand
pc_scores,616,num__PC4_x_Pint_P_min_boltz,ligand
pc_scores,617,num__PC4_x_Pint_P_max_boltz,ligand
pc_scores,618,num__PC4_x_volume_boltz,ligand
pc_scores,619,num__PC4_x_surface_area_boltz,ligand
pc_scores,620,num__PC4_x_sphericity_boltz,ligand
pc_scores,621,num__PC4_x_dipolemoment_boltz,ligand
pc_scores,622,num__PC4_x_dipolemoment_min,ligand
pc_scores,623,num__PC4_x_dipolemoment_max,ligand
pc_scores,624,num__PC4_x_dipolemoment_delta,ligand
pc_scores,625,num__PC4_x_dipolemoment_vburminconf,ligand
pc_scores,626,num__PC4_x_qpole_amp_boltz,ligand
pc_scores,627,num__PC4_x_qpole_amp_min,ligand
pc_scores,628,num__PC4_x_qpole_amp_max,ligand
pc_scores,629,num__PC4_x_qpole_amp_delta,ligand
pc_scores,630,num__PC4_x_qpole_amp_vburminconf,ligand
pc_scores,631,num__PC4_x_qpoletens_xx_boltz,ligand
pc_scores,632,num__PC4_x_qpoletens_xx_min,ligand
pc_scores,633,num__PC4_x_qpoletens_xx_max,ligand
pc_scores,634,num__PC4_x_qpoletens_xx_delta,ligand
pc_scores,635,num__PC4_x_qpoletens_xx_vburminconf,ligand
pc_scores,636,num__PC4_x_qpoletens_yy_boltz,ligand
pc_scores,637,num__PC4_x_qpoletens_yy_min,ligand
pc_scores,638,num__PC4_x_qpoletens_yy_max,ligand
pc_scores,639,num__PC4_x_qpoletens_yy_delta,ligand
pc_scores,640,num__PC4_x_qpoletens_yy_vburminconf,ligand
pc_scores,641,num__PC4_x_qpoletens_zz_boltz,ligand
pc_scores,642,num__PC4_x_qpoletens_zz_min,ligand
pc_scores,643,num__PC4_x_qpoletens_zz_max,ligand
pc_scores,644,num__PC4_x_qpoletens_zz_delta,ligand
pc_scores,645,num__PC4_x_qpoletens_zz_vburminconf,ligand
pc_scores,646,num__PC4_x_pyr_P_boltz,ligand
pc_scores,647,num__PC4_x_pyr_P_min,ligand
pc_scores,648,num__PC4_x_pyr_P_max,ligand
pc_scores,649,num__PC4_x_pyr_P_delta,ligand
pc_scores,650,num__PC4_x_pyr_P_vburminconf,ligand
pc_scores,651,num__PC4_x_pyr_alpha_boltz,ligand
pc_scores,652,num__PC4_x_pyr_alpha_min,ligand
pc_scores,653,num__PC4_x_pyr_alpha_max,ligand
pc_scores,654,num__PC4_x_pyr_alpha_delta,ligand
pc_scores,655,num__PC4_x_pyr_alpha_vburminconf,ligand
pc_scores,656,num__PC4_x_vbur_vbur_boltz,ligand
pc_scores,657,num__PC4_x_vbur_vbur_min,ligand
pc_scores,658,num__PC4_x_vbur_vbur_max,ligand
pc_scores,659,num__PC4_x_vbur_vbur_delta,ligand
pc_scores,660,num__PC4_x_vbur_vbur_vburminconf,ligand
pc_scores,661,num__PC4_x_vbur_qvbur_min_boltz,ligand
pc_scores,662,num__PC4_x_vbur_qvbur_min_min,ligand
